Date,Price,Change %,vol 5D,vol 5D standardize,vol 20D,vol 20D standardize,vol2 5D,vol2 5D standardize,vol2 20D,vol2 20D standardize,vol2 5D sta - vol2 20D sta,Price_United States 10-Year Bond Yield,Change %_United States 10-Year Bond Yield,Price_Euro Stoxx 50,Change %_Euro Stoxx 50,a1_Euro Stoxx 50,動能差input_Euro Stoxx 50,Price_S&P Midcap 400,Change %_S&P Midcap 400,local risk covarience_S&P Midcap 400,向量寬度_S&P Midcap 400,Price_US Dollar Index Futures,Change %_US Dollar Index Futures,Price_USD_JPY,Change %_USD_JPY,label1,label2,label3
"Aug 30, 2011",1212.92,0.0023,0.26035064048317585,-0.8892892391511051,0.4953357904120778,0.8677832261442154,1.2987563367360655,0.28748639202867715,1.5761622619669267,0.09747874986581032,0.19000764216286684,2.176,-0.038900000000000004,2239.14,-0.0001,0.5416901131684486,-2.9264613048724186,872.39,0.0042,1.422737328696804,0.005975496780526576,74.0,0.003,76.72,-0.0029,-0.6024494246388707,0.005586810125886854,-0.06716946328175744
"Aug 31, 2011",1218.89,0.0049,0.25799860464738933,-1.0202260623829646,0.4953193161460276,0.8392109661669216,0.5031686800335727,-1.7606573804426895,1.3203764166305072,-0.4213975460184788,-1.3392598344242108,2.234,0.026699999999999998,2302.08,0.0281,0.5294733458437587,28.123975722822024,875.0,0.003,1.301403025210078,0.003904209075630234,74.17,0.0023,76.76,0.0005,0.19573776215384586,0.02033658873193911,-0.01200115713494454
"Sep 01, 2011",1204.42,-0.011899999999999999,0.2381535974953977,-1.1856053974182916,0.46605585253723664,0.4140875064539583,0.445233173232034,-1.1533097670251877,1.0909421206750896,-0.9932102754470521,-0.16009949157813563,2.132,-0.045700000000000005,2305.75,0.0016,0.5223549821099426,16.413167179246557,860.48,-0.0166,-3.2260205395199733,0.05355194095603156,74.56,0.0053,76.89,0.0016,0.799559217034508,0.06345979937765936,0.03020706123065331
"Sep 02, 2011",1173.97,-0.0253,0.31861050830127985,1.2300925378255336,0.47505250202920773,0.525369099779071,0.546206416951119,-0.6214392285053834,0.7541644381738563,-1.8239235840334203,1.202484355528037,1.994,-0.0647,2220.72,-0.0369,0.5286438632515581,-13.965844128808385,832.99,-0.0319,-8.820855335255235,0.28138528519464195,74.84,0.0038,76.81,-0.001,1.3778686462569314,-0.01468416057846711,0.027640580651881963
"Sep 07, 2011",1198.62,0.0286,0.3227826575267016,1.0256715489690458,0.38500659802958664,-2.080897232253729,0.8798037590957102,1.4557372998716123,0.5401951618049687,-2.0275835606526913,3.4833208605243033,2.041,0.0298,2151.16,0.0342,0.5571970471745477,6.426718138551223,858.65,0.0375,-5.580568215173918,-0.20927130806902192,75.57,-0.0064,77.35,-0.0023,0.5184565353780141,-0.0018642888427978233,0.05498091807484107
"Sep 08, 2011",1185.9,-0.0106,0.31998731849871787,0.6947710503368998,0.34904827550294365,-2.6754945150417084,0.9516904706073769,1.1292021916418788,0.6211094768262492,-1.6939617827572149,2.823163974399094,1.977,-0.031400000000000004,2163.4,0.005699999999999999,0.5481649255801054,19.540091857416428,847.0,-0.013600000000000001,-1.346346834983194,0.018310316955771438,76.35,0.0103,77.56,0.0027,-0.32729143585270004,-0.007121710816268223,0.034530414303121204
"Sep 09, 2011",1154.23,-0.026699999999999998,0.35454461496404077,0.8405920527437583,0.3244064891621717,-2.5472163638660548,0.999601453785021,0.968039798526692,0.7713560775586062,-1.3011121357367366,2.2691519342634283,1.915,-0.031400000000000004,2073.67,-0.0415,0.5566121899820126,-17.516838772302663,823.36,-0.0279,-2.3362192402888207,0.0651805168040581,77.3,0.0124,77.59,0.0003,-0.6364437535037717,-0.09743297069015766,-0.04450175259917394
"Sep 12, 2011",1162.27,0.006999999999999999,0.3301752625500583,0.41043380042278743,0.3248720020011119,-2.1084533464250548,1.0152394965522231,0.8523368400461862,0.8867764826141379,-1.0119035987747962,1.8642404388209823,1.948,0.0172,1995.01,-0.0379,0.5825885584533411,-51.82311486398521,827.86,0.0055000000000000005,1.141056622055811,0.006275811421306961,77.67,0.0048,77.19,-0.0051,-0.8942437248660615,-0.10600757470279909,-0.07975865987555353
"Sep 13, 2011",1172.87,0.0091,0.3333710905282579,0.08799145959536547,0.31631975111802346,-1.9155753928283907,0.21629343107381613,-1.766902527427771,0.9934225586541635,-0.7622016224419998,-1.0047009049857711,1.992,0.0226,2036.64,0.0209,0.5758847906355565,13.653161688412865,840.28,0.015,-1.6986875021758818,-0.025480312532638227,77.0,-0.0086,76.95,-0.0032,-0.11422591292743922,-0.1408993395252733,-0.13970043781057054
"Sep 14, 2011",1188.68,0.013500000000000002,0.26651355687844464,-1.6531463186486302,0.3187086002836082,-1.6425063328134173,0.5224278112787307,-0.6125284116595617,1.0770922971262575,-0.5607368413215056,-0.05179157033805615,1.992,0.0,2083.38,0.0229,0.570553619598921,11.106855114305745,855.23,0.0178,-11.199287521095298,-0.1993473178754963,76.88,-0.0016,76.72,-0.0029,0.44305875598869787,-0.0717424813172014,-0.12614729312266054
"Sep 15, 2011",1209.11,0.0172,0.27972351349144736,-0.8776361176590974,0.3245081220295692,-1.3916372316474876,0.5994676203013589,-0.20967809242712276,1.139345030846243,-0.39604149439839825,0.1863634019712755,2.083,0.045700000000000005,2155.62,0.0347,0.5609105500969559,20.7867934798262,866.39,0.013000000000000001,-1.610551716477962,-0.020937172314213506,76.27,-0.0079,76.72,0.0,0.5825813068008242,-0.08793934460184613,-0.12108143879284841
"Sep 16, 2011",1216.01,0.005699999999999999,0.07577479792120814,-1.7166066607122745,0.27671032107507954,-1.7671184201638386,1.676932322222851,1.5436277758232133,1.2462397343049814,-0.15310597995968464,1.6967337557828979,2.057,-0.0125,2159.28,0.0017000000000000001,0.5631553110296024,-4.847067386644994,866.09,-0.0003,-0.08290492327585755,2.4871476982757263e-05,76.59,0.0042,76.8,0.001,-0.15485634388658837,0.1541779206460145,-0.02715892570666048
"Sep 19, 2011",1204.09,-0.0098,0.16545548041693853,-0.571122190193579,0.2727248694583106,-1.5894316118053058,1.6319229312201946,1.0371130517863063,1.3342489405384879,0.0717277225019184,0.9653853292843879,1.956,-0.049100000000000005,2096.1,-0.029300000000000003,0.5744430132150183,-23.6601525508504,854.4,-0.013500000000000002,-1.246521260189483,0.016828037012558025,77.44,0.0111,76.68,-0.0015,-0.4671442083937724,0.10652407175082734,0.04781186432050666
"Sep 20, 2011",1202.09,-0.0017000000000000001,0.174891406306885,-0.21106138715679337,0.27313841430384883,-1.4062252200151655,1.322266113814155,0.30874971449856725,1.4000976178099702,0.27533226746227824,0.033417447036289016,1.937,-0.0097,2140.41,0.021099999999999997,0.5616166996042814,27.45356991555741,843.22,-0.0131,-11.421632419639572,0.1496233846972784,77.53,0.0012,76.4,-0.0037,-1.0630851419283145,0.14127054574867032,0.1236902010525707
"Sep 21, 2011",1166.76,-0.0294,0.27801017966973784,0.9682831017045087,0.27147074515255615,-1.2781223030742281,1.364662680403355,0.10562922138995,1.4313059356332214,0.4344765102366203,-0.3288472888466703,1.856,-0.0418,2098.49,-0.0196,0.5559997903254246,11.78702795258846,814.27,-0.034300000000000004,-8.388428229635748,0.28772308827650617,77.86,0.0043,76.63,0.003,-1.3096154927136743,0.055459192628692366,0.13869829673718698
"Sep 22, 2011",1129.56,-0.0319,0.2647889801332372,0.8852911333509009,0.2897517579983904,-0.9736151968459511,1.3090783435101685,-0.8509456224354928,1.4239250692497465,0.5346452450465136,-1.3855908674820063,1.72,-0.0733,1995.75,-0.049,0.5659827132656896,-19.923418458033893,784.52,-0.0365,-2.4190104736325413,0.08829388228758775,79.1,0.0159,76.26,-0.0048,-0.9515958498174167,0.06685329924343159,0.13985811048706756
"Sep 23, 2011",1136.43,0.0060999999999999995,0.2666175463093153,0.6677645299565007,0.28639231043043756,-0.9164816586157832,0.8716187672464556,-1.5679725003173282,1.399916947040124,0.6097416154048345,-2.1777141157221624,1.83,0.064,2026.03,0.0152,0.5609146952414328,10.267956557685011,794.43,0.0126,7.602638175992068,0.09579324101750006,79.23,0.0016,76.6,0.0044,-0.31685972337548385,0.07856076134502177,0.11522558908711442
"Sep 26, 2011",1162.95,0.0233,0.3755896484196548,1.4551899431780448,0.2938299997223599,-0.7509207983037459,1.1302712032188245,-0.339550059009494,1.3448994483794998,0.6024136945213266,-0.9419637535308206,1.904,0.0404,2083.35,0.028300000000000002,0.5582115343077256,5.631630331238966,809.93,0.0195,-8.900042923099292,-0.1735508370004362,79.06,-0.0021,76.44,-0.002,-0.19146295341380776,-0.04545714579895854,0.058152950452930396
"Sep 27, 2011",1175.38,0.010700000000000001,0.3958034057458322,1.2428890033702307,0.27717094345319954,-0.8711682624840092,1.0172017611135313,-0.5953027112478059,1.2574648043599592,0.4647391797714536,-1.0600418910192595,1.98,0.039900000000000005,2194.03,0.053099999999999994,0.5357173785226274,49.352852617179224,823.77,0.0171,-1.2727833942714961,-0.021764596042042585,78.03,-0.013000000000000001,76.7,0.0034000000000000002,-0.1749179967987271,-0.07282694442380389,0.0068145092664730345
"Sep 28, 2011",1151.06,-0.0207,0.36454728088411237,0.49430294993368906,0.2851027908815011,-0.7022974416997984,0.9980650618825299,-0.4088648994873368,1.142937360229618,0.1850103693104703,-0.593875268797807,1.987,0.0034999999999999996,2176.64,-0.0079,0.5288242428697442,15.003874787491668,796.05,-0.0337,-6.827710570943947,0.23009384624081103,78.43,0.0051,76.54,-0.0021,-0.09766869964190428,-0.03794407254068144,-0.0068661639549992826
"Sep 29, 2011",1160.4,0.008100000000000001,0.2556535155244299,-1.1610722970651912,0.2864224110975732,-0.6249063937138937,1.038939808122648,0.297885062037425,0.9856306331391298,-0.2877177250453838,0.5856027870828088,2.002,0.0075,2212.44,0.016399999999999998,0.5244887996962629,9.591907894736778,804.16,0.0102,4.662856089511364,0.047561132113015915,78.6,0.0022,76.73,0.0025,-0.6651466120666845,0.10066048796841515,0.02467172411617624
"Sep 30, 2011",1131.42,-0.025,0.33429768769765655,-0.1986852855600087,0.29586195358468664,-0.3954330677340422,0.8693370855655539,-1.5058921442482056,0.8370356468470134,-0.7361776974620414,-0.7697144467861642,1.917,-0.0425,2179.66,-0.0148,0.5190809575805402,11.787257145956346,781.26,-0.0285,-4.829090187645553,0.13762907034789826,79.08,0.0060999999999999995,77.05,0.0042,-0.5889569669777557,0.025153098158920584,0.014272478202240091
"Oct 03, 2011",1099.23,-0.0285,0.30036062325145074,-0.5447420043947475,0.29926515474091725,-0.23177271711191297,0.8675922352808858,-1.0892293199969134,0.5929970984317717,-1.4706289914690711,0.3813996714721577,1.749,-0.0876,2138.24,-0.019,0.5140816746483089,10.689666737014022,744.98,-0.0464,-4.526769253053149,0.2100420933416661,79.94,0.0109,76.62,-0.005600000000000001,0.09115075773712356,0.04820770516249273,0.018435825793247207
"Oct 04, 2011",1123.95,0.0225,0.3600231992524925,0.8146263487773635,0.31213704227133093,0.3089134400491239,0.7219245161708827,-1.4166303539187761,0.46221712171722257,-1.8166307810151083,0.4000004270963322,1.817,0.038900000000000004,2091.09,-0.022099999999999998,0.5374947993630116,-48.95895095966762,775.71,0.0412,19.832419654252668,0.81709568975521,80.1,0.002,76.83,0.0028000000000000004,0.8122821133197478,-0.0307655171034405,0.006281220827023648
"Oct 05, 2011",1144.03,0.0179,0.3826810159911253,1.1191328603081019,0.30048843186420743,0.07199968948109509,0.7954440712142204,-0.5371125345805093,0.3465756372144647,-2.0305080752831723,1.4933955407026631,1.891,0.0407,2179.42,0.042199999999999994,0.5249240623652164,27.39691562773487,791.9,0.0209,-2.286040704385435,-0.04777825072165559,79.39,-0.0089,76.79,-0.0006,1.114463352557649,-0.0781011375277797,-0.02202332988008532
"Oct 06, 2011",1164.97,0.0183,0.4042074912715002,1.177428283670416,0.307159162067657,0.5578821936053199,0.6457170759657197,-1.3906738156135585,0.2941415809081696,-1.9752361446620794,0.5845623290485209,1.992,0.053399999999999996,2248.78,0.0318,0.5180453401399869,15.46873296565127,812.04,0.0254,-6.5385637817513675,-0.16607952005648474,79.09,-0.0038,76.69,-0.0013,1.534888572603222,-0.12746413167372178,-0.07957064389506663
"Oct 07, 2011",1155.46,-0.008199999999999999,0.34998159951631724,-0.24199657958647214,0.2930994779933937,-0.12425160388779076,0.6211603209583055,-1.0628635627344385,0.27561048890413464,-1.7971036845897044,0.7342401218552659,2.075,0.0417,2269.19,0.0091,0.5091949109594173,20.08330539225699,799.18,-0.0158,-21.22736221293415,0.3353923229643596,79.15,0.0008,76.73,0.0006,1.344443393526325,-0.09615996539975769,-0.10562915174001758
"Oct 10, 2011",1194.89,0.0341,0.24594833603828237,-1.680069011924746,0.3162940891671944,1.286602380160743,0.9696279525742664,1.5616300425900635,0.2648576628911951,-1.6178312225924385,3.179461265182502,2.07,-0.0026,2320.8,0.0227,0.5148612547397449,-13.150450645384353,827.54,0.0355,-1.9899760448067763,-0.07064414959064055,77.81,-0.0169,76.67,-0.0009,0.3297087625291987,0.002984373979512178,-0.09963561839614893
"Oct 11, 2011",1195.54,0.0005,0.2634699679280351,-0.9264616920233519,0.3150474806320969,1.2218530565063304,1.1272431401155707,1.367698781323375,0.26352353432369946,-1.444920051740929,2.8126188330643043,2.159,0.0432,2315.97,-0.0021,0.5162156677331745,-3.1367798603930623,828.08,0.0007000000000000001,0.508059607767467,0.0003556417254372269,77.91,0.0013,76.71,0.0005,-0.6165861020490384,-0.015224076606223103,-0.08101179082723997
"Oct 12, 2011",1207.25,0.0098,0.25929199756259325,-0.6542597363934725,0.31339083720189576,1.1636699059562015,1.0988339670327119,0.8455460265158244,0.2577272805361488,-1.305903251395928,2.1514492779117527,2.212,0.0245,2372.15,0.024300000000000002,0.5089265012752144,17.290996213249855,839.89,0.0143,-1.6976901365059618,-0.024276968952035256,77.27,-0.008199999999999999,77.1,0.0052,-1.0480549036487128,-0.006522687407311822,-0.05181056830806419
"Oct 13, 2011",1203.66,-0.003,0.2650248969436642,-0.2815314103547198,0.3076489195238794,0.9338606644414491,0.6607604719854158,-0.9771065930366772,0.23787375200000754,-1.2108551805043122,0.23374858746763494,2.182,-0.013600000000000001,2332.52,-0.0167,0.5160341604787955,-16.578757245536963,840.33,0.0005,4.046410338793905,0.0020232051693969523,77.28,0.0001,76.9,-0.0026,-0.6942527767282889,-0.009055661053096464,-0.020774123707210657
"Oct 14, 2011",1224.58,0.0174,0.23537297211022307,-1.4462642531788454,0.313305494937281,1.1848035526518892,0.20249648672447557,-1.5720608766051563,0.23876512827145033,-1.0909757369478132,-0.481085139657343,2.251,0.0316,2355.48,0.0098,0.519885543498565,-9.071855675406823,855.84,0.018500000000000003,-3.7670406314895453,-0.0696902516825566,76.91,-0.0048,77.21,0.004,-0.09502029136542756,0.03071468151887785,0.01226601951254136
"Oct 17, 2011",1200.86,-0.0194,0.22150371554445725,-1.4099462610725348,0.31929741242131493,1.4383427333835381,0.30882154912973175,-0.8611837498085917,0.23710809361617322,-0.9908995738058296,0.1297158239972379,2.155,-0.0426,2315.89,-0.0168,0.5185306728730639,3.13773133289169,830.98,-0.028999999999999998,-4.454679553520596,0.12918570705209728,77.43,0.0068000000000000005,76.84,-0.0048,0.7819747844376562,0.043084589345562085,0.015655594872224787
"Oct 18, 2011",1225.38,0.0204,0.2600358744481227,0.6249970801809099,0.32723360077119845,1.765754845034026,0.2994576867927456,-0.5794464063256592,0.24017437409605466,-0.8944304290098865,0.3149840226842272,2.175,0.009300000000000001,2306.81,-0.0039000000000000003,0.5312010958856603,-29.22825850968775,852.58,0.026000000000000002,-98.0585986065323,-2.54952356376984,77.41,-0.0003,76.78,-0.0008,1.4771929479945496,0.0051239645512575205,0.01691394767756821
"Oct 19, 2011",1209.88,-0.0126,0.28190909172994016,1.2067690252531331,0.31148625516689277,0.6564118121979019,0.38332081960315795,0.07086057961378557,0.2168552941502044,-0.8598209916180332,0.9306815712318187,2.157,-0.0083,2330.08,0.0101,0.5192439744558127,27.86104950125923,838.84,-0.0161,-126.8121215010558,2.041675156166998,77.42,0.0001,76.84,0.0008,1.7710397902927246,-0.025306576933901814,0.0038332046407569265
"Oct 20, 2011",1215.39,0.0046,0.2810245256200957,0.9258710600083393,0.28460039076054083,-1.2652010094838924,0.4295850805644886,1.2054712641423242,0.22159697653323146,-0.7760943002937161,1.9815655644360404,2.187,0.0139,2271.77,-0.025,0.5349969407114277,-35.787116150518386,842.57,0.0044,-1.899645660828645,-0.008358440907646038,77.24,-0.0023,76.88,0.0005,1.4356222445051312,-0.017764265669870827,0.007291024059657147
"Oct 21, 2011",1238.25,0.018799999999999997,0.28596506080288875,0.7391348841432943,0.28948128927808986,-0.9379520821317762,0.426909977208584,0.9149042363384327,0.21891806773398886,-0.7167608121315788,1.6316650484700115,2.216,0.013300000000000001,2337.51,0.028900000000000002,0.5297303540947418,12.31069888236948,861.26,0.0222,-2.726114008336236,-0.06051973098506444,76.63,-0.0079,76.29,-0.0077,1.0470109068525018,-0.0171385128259387,0.00273889434784913
"Oct 24, 2011",1254.19,0.0129,0.21400697184904943,-1.6845662733526516,0.28277555391995385,-1.3290122345013482,0.47665311953158895,1.1009778368081717,0.22799693180495934,-0.6335832668243431,1.7345611036325148,2.234,0.008100000000000001,2369.07,0.013500000000000002,0.5294018327867053,0.7782899752298817,886.22,0.028999999999999998,-5.804945023107717,-0.16834340567012376,76.26,-0.0048,76.2,-0.0011,0.7197442837504461,0.08809898617024187,0.037517653129271966
"Oct 25, 2011",1229.05,-0.02,0.26289354499492723,-0.07568164296623729,0.29380977680698156,-0.6681187279221323,0.47536364950858123,0.949499223809773,0.21112193451717132,-0.6364330267959922,1.5859322506057651,2.114,-0.0537,2343.96,-0.0106,0.5243476851140804,11.846719978725787,864.71,-0.024300000000000002,-31.641498305796656,0.7688884088308588,76.32,0.0008,76.12,-0.0011,0.5008482719226803,0.06857520120476873,0.06630890720031574
"Oct 26, 2011",1242.0,0.0105,0.23912247071323062,-0.5812086323779526,0.28191420811452905,-1.523204614976796,0.4774311354633943,0.7654093442026221,0.21491528766389909,-0.5861373497835815,1.3515466939862035,2.207,0.044000000000000004,2335.06,-0.0038,0.5318921141212646,-17.61669439751563,875.31,0.0123,6.17367561206858,0.07593621002844353,76.47,0.002,76.18,0.0008,0.21285496196048914,0.12887671149019536,0.11139666740738763
"Oct 27, 2011",1284.59,0.034300000000000004,0.31431325139102845,1.3040696112055878,0.3016711721481903,-0.12515176057932376,0.6214707460903213,1.71096139238336,0.20639906121486418,-0.6153463185284109,2.326307710911771,2.385,0.08070000000000001,2476.92,0.0608,0.5186239361788026,32.86421530924281,912.99,0.043,-2.120367715471097,-0.09117581176525716,75.01,-0.0191,75.98,-0.0026,-0.4095388754979463,0.06076939579444046,0.11182238723524401
"Oct 28, 2011",1285.09,0.0004,0.31379650093651434,1.0046765271333398,0.2806116726761472,-1.5797102603937456,0.7105529518486863,1.4588126610188734,0.22031626269552945,-0.5445426522767505,2.003355313295624,2.324,-0.0256,2462.36,-0.0059,0.5218936305008203,-8.051164510763329,910.64,-0.0026,-0.9243472931648645,0.002403302962228648,75.22,0.0028000000000000004,75.82,-0.002,-1.0794431646358624,0.06818754373257652,0.11315749669214081
"Oct 31, 2011",1253.3,-0.024700000000000003,0.38040402206075563,1.434261027802774,0.2745784529822127,-1.7560199089157307,0.8666088037358699,1.426806307914657,0.24157800830486517,-0.22552348806105843,1.6523297959757153,2.116,-0.0895,2385.22,-0.0313,0.5254441938269845,-8.468874656833577,887.93,-0.024900000000000002,-1.7905784787357686,0.044585404120520644,76.31,0.014499999999999999,78.32,0.033,-1.4319028636947682,-0.01383107931567118,0.06446698472579315
"Nov 01, 2011",1218.28,-0.0279,0.4097074858969505,1.1778076626782958,0.29378449620517116,-0.4375413119233679,1.0545028090206547,1.3839647948063756,0.2394343647442653,-0.12987482741626888,1.5138396222226445,1.991,-0.0591,2259.73,-0.0526,0.5391263558035695,-30.91799188334835,858.68,-0.0329,-2.440931623732555,0.08030665042080105,77.39,0.014199999999999999,78.31,-0.0002,-1.4513622429539401,-0.09354173900714252,-0.015302999309887988
"Nov 02, 2011",1237.9,0.0161,0.4217746507318806,1.0443623692175192,0.29273922525005064,-0.47809853653892137,0.817397412368684,0.019991558980501818,0.2409646489101906,0.1071599003553627,-0.08716834137486087,1.989,-0.001,2291.89,0.014199999999999999,0.5401219081194997,-2.2816963973573365,877.27,0.0216,-7.788101290421232,-0.1682229878730986,77.18,-0.0027,78.15,-0.002,-1.1531590216996257,-0.1206063669066702,-0.0668308983782156
"Nov 03, 2011",1261.15,0.018799999999999997,0.3497305763012434,-0.5738885026654993,0.2930657637710975,-0.41078338713730256,0.7012714957898862,-0.8955176666677823,0.24060106291825675,0.25169240242481683,-1.147210069092599,2.073,0.042199999999999994,2347.94,0.0245,0.5371304207092175,7.02383295009804,898.39,0.0241,-5.646500962833384,-0.13608067320428455,76.86,-0.0040999999999999995,78.06,-0.0011,-0.3736153749800667,-0.05534206733255087,-0.0806941382167764
"Nov 04, 2011",1253.23,-0.0063,0.34830348835462416,-1.0009352350996312,0.29208062567506377,-0.4716857128984101,0.5341626884631463,-1.3468003599902663,0.24097573864134067,0.41461173254331835,-1.7614120925335846,2.038,-0.0169,2291.47,-0.0241,0.5469109349020498,-22.411754857449523,899.46,0.0012,0.3059658017032614,0.00036715896204391363,77.16,0.0039000000000000003,78.24,0.0022,0.47741092237380467,-0.0532960914007074,-0.0869766477151741
"Nov 07, 2011",1261.12,0.0063,0.3033485124407236,-1.2957986073749035,0.27023227377475395,-1.6761991576205333,0.7745468396880807,-0.009663716273386224,0.25291518177575434,1.242044590956078,-1.2517083072294641,2.02,-0.0088,2275.92,-0.0068000000000000005,0.554114380118809,-16.394465037726604,898.21,-0.0014000000000000002,5.367620044311418,-0.007514668062035986,77.14,-0.0003,78.08,-0.0019,0.7567585391328973,0.002366237161835927,-0.06085819314252494
"Nov 08, 2011",1275.92,0.011699999999999999,0.15767150662056797,-1.6134836759904945,0.27186272019454755,-1.4083507295667366,1.559370014937784,1.7211334695071197,0.25829989044947765,1.6550738838689065,0.06605958563821313,2.079,0.0292,2303.2,0.012,0.5539770753733936,0.3162402896407457,906.84,0.0096,-1.8728107974832828,-0.017978983655839515,76.75,-0.0051,77.71,-0.0048,-0.01163581815597714,0.18534626990353245,0.02685202963429245
"Nov 09, 2011",1229.1,-0.036699999999999997,0.34678733540889267,0.5526314879841224,0.3053942115054778,0.6935178286869201,1.3104211558120806,0.7655898800299542,0.25214378213281136,1.3041470822822543,-0.5385572022523001,1.966,-0.054400000000000004,2249.39,-0.023399999999999997,0.5464148057917925,17.010493574157863,867.76,-0.0431,-2.479172212216787,0.10685232234654352,78.17,0.018500000000000003,77.77,0.0009,-0.380022448986006,-0.027228225982257548,0.018390825601424743
